"X(um)","Z(um)"
"0.000 ",""
"23.471 ",""
"46.942 ",""
"70.413 ",""
"93.883 ",""
"117.354 ",""
"140.825 ",""
"164.296 ",""
"187.767 ",""
"211.238 ",""
"234.708 ",""
"258.179 ",""
"281.650 ",""
"305.121 ",""
"328.592 ",""
"352.063 ",""
"375.534 ",""
"399.004 ",""
"422.475 ",""
"445.946 ",""
"469.417 ",""
"492.888 ",""
"516.359 ",""
"539.830 ",""
"563.300 ",""
"586.771 ",""
"610.242 ",""
"633.713 ",""
"657.184 ",""
"680.655 ",""
"704.125 ",""
"727.596 ",""
"751.067 ",""
"774.538 ",""
"798.009 ",""
"821.480 ",""
"844.951 ",""
"868.421 ",""
"891.892 ",""
"915.363 ",""
"938.834 ",""
"962.305 ",""
"985.776 ",""
"1009.247 ",""
"1032.717 ",""
"1056.188 ",""
"1079.659 ",""
"1103.130 ",""
"1126.601 ",""
"1150.072 ",""
"1173.542 ",""
"1197.013 ",""
"1220.484 ",""
"1243.955 ",""
"1267.426 ",""
"1290.897 ",""
"1314.368 ",""
"1337.838 ",""
"1361.309 ",""
"1384.780 ",""
"1408.251 ",""
"1431.722 ",""
"1455.193 ",""
"1478.663 ",""
"1502.134 ",""
"1525.605 ",""
"1549.076 ",""
"1572.547 ",""
"1596.018 ",""
"1619.489 ",""
"1642.959 ",""
"1666.430 ",""
"1689.901 ",""
"1713.372 ",""
"1736.843 ",""
"1760.314 ",""
"1783.785 ",""
"1807.255 ",""
"1830.726 ",""
"1854.197 ",""
"1877.668 ",""
"1901.139 ",""
"1924.610 ",""
"1948.080 ",""
"1971.551 ",""
"1995.022 ",""
"2018.493 ",""
"2041.964 ",""
"2065.435 ",""
"2088.906 ",""
"2112.376 ",""
"2135.847 ",""
"2159.318 ",""
"2182.789 ",""
"2206.260 ",""
"2229.731 ",""
"2253.202 ",""
"2276.672 ",""
"2300.143 ",""
"2323.614 ",""
"2347.085 ",""
"2370.556 ",""
"2394.027 ",""
"2417.497 ",""
"2440.968 ",""
"2464.439 ",""
"2487.910 ",""
"2511.381 ",""
"2534.852 ",""
"2558.323 ",""
"2581.793 ",""
"2605.264 ",""
